team,season,sos_sp,n_rated_opponents
Nevada,2018,-1.9545,11
New Hampshire,2018,-0.7,1
New Mexico,2018,0.3727,11
New Mexico State,2018,-6.6,11
Nicholls,2018,-6.75,2
Norfolk State,2018,-19.7,1
North Carolina,2018,3.76,10
North Carolina A&T,2018,-14.9,1
North Carolina Central,2018,5.0,1
North Dakota,2018,19.9,1
North Texas,2018,-11.1636,11
Northern Arizona,2018,-26.6,1
Northern Illinois,2018,-2.2308,13
Northern Iowa,2018,13.3,1
Northwestern,2018,6.9846,13
Northwestern State,2018,21.6,1
Notre Dame,2018,3.6833,12
Ohio,2018,-9.0364,11
Ohio State,2018,4.0231,13
Oklahoma,2018,4.7615,13
Oklahoma State,2018,5.3545,11
Old Dominion,2018,-9.1455,11
Ole Miss,2018,12.1182,11
Oregon,2018,1.6364,11
Oregon State,2018,8.7818,11
Penn State,2018,5.4167,12
Pittsburgh,2018,10.2917,12
Portland State,2018,3.4,2
Prairie View A&M,2018,-18.75,2
Purdue,2018,7.7417,12
Rhode Island,2018,-26.4,1
Rice,2018,-5.05,12
Richmond,2018,7.1,1
Rutgers,2018,5.2667,12
SE Louisiana,2018,6.65,2
SMU,2018,1.1909,11
Sacramento State,2018,6.0,1
Samford,2018,1.4,1
San Diego State,2018,-0.4364,11
San José State,2018,2.2091,11
Savannah State,2018,6.2,2
South Alabama,2018,-2.0,11
South Carolina,2018,11.5909,11
South Carolina State,2018,7.05,2
South Dakota,2018,-0.5,1
South Florida,2018,-4.7818,11
Southeast Missouri State,2018,1.2,1
Southern,2018,0.0,2
Southern Illinois,2018,9.8,1
Southern Miss,2018,-8.5,10
Southern Utah,2018,-6.2,2
Stanford,2018,7.6545,11
Stephen F. Austin,2018,23.2,1
Stony Brook,2018,-1.8,1
Syracuse,2018,1.9273,11
TCU,2018,8.1818,11
Temple,2018,-3.2182,11
Tennessee,2018,12.7545,11
Tennessee State,2018,7.6,1
Tennessee Tech,2018,14.2,1
Texas,2018,7.1769,13
Texas A&M,2018,15.2818,11
Texas Southern,2018,-7.05,2
Texas State,2018,-8.8364,11
Texas Tech,2018,7.4182,11
The Citadel,2018,36.3,1
Toledo,2018,-6.2,11
Towson,2018,3.6,1
Troy,2018,-7.4636,11
Tulane,2018,0.1273,11
Tulsa,2018,-1.3909,11
UAB,2018,-9.175,12
UAlbany,2018,2.7,1
UC Davis,2018,-2.05,2
UCF,2018,-2.6818,11
UCLA,2018,10.5167,12
UConn,2018,0.4455,11
UL Monroe,2018,-4.6182,11
UNLV,2018,-1.5818,11
USC,2018,4.7833,12
UT Martin,2018,8.5,2
UTEP,2018,-9.4818,11
UTSA,2018,-6.6167,12
Utah,2018,7.675,12
Utah State,2018,-4.4182,11
VMI,2018,-6.05,2
Vanderbilt,2018,12.8091,11
Villanova,2018,2.9,1
Virginia,2018,0.7545,11
Virginia Tech,2018,3.3364,11
Wagner,2018,7.5,1
Wake Forest,2018,3.6182,11
Washington,2018,7.2333,12
Washington State,2018,3.8455,11
Weber State,2018,16.8,1
West Virginia,2018,7.05,10
Western Carolina,2018,-2.5,1
Western Illinois,2018,-7.9,1
Western Kentucky,2018,-8.1455,11
Western Michigan,2018,-4.6545,11
William & Mary,2018,3.9,1
Wisconsin,2018,2.9,12
Wofford,2018,1.9,1
Wyoming,2018,0.6,11
Youngstown State,2018,13.2,1
Abilene Christian,2019,-1.3,2
Air Force,2019,-2.5091,11
Akron,2019,-9.325,12
Alabama,2019,4.7182,11
Alabama State,2019,0.2,2
Alcorn State,2019,-4.8,1
App State,2019,-4.2833,12
Arizona,2019,5.7818,11
Arizona State,2019,3.6727,11
Arkansas,2019,10.4909,11
Arkansas State,2019,-5.0909,11
Arkansas-Pine Bluff,2019,6.7,1
Army,2019,-4.0,11
Auburn,2019,13.0364,11
BYU,2019,0.6182,11
Ball State,2019,-5.0273,11
Baylor,2019,3.0,12
Bethune-Cookman,2019,9.6,1
Boise State,2019,-3.45,12
Boston College,2019,2.5636,11
Bowling Green,2019,-4.2364,11
Bucknell,2019,3.2,1
Buffalo,2019,-6.8,11
Cal Poly,2019,-0.7,1
California,2019,6.8,11
Campbell,2019,-4.4,1
Central Arkansas,2019,-0.1,2
Central Connecticut,2019,-8.6,1
Central Michigan,2019,-8.85,12
Charleston Southern,2019,4.8,1
Charlotte,2019,-6.4,11
Chattanooga,2019,10.8,1
Cincinnati,2019,1.8231,13
Clemson,2019,0.5917,12
Coastal Carolina,2019,-7.3909,11
Colgate,2019,12.1,1
Colorado,2019,6.7917,12
Colorado State,2019,-4.5455,11
Delaware,2019,4.1,1
Duke,2019,5.8273,11
East Carolina,2019,-2.17,10
East Tennessee State,2019,0.45,2
Eastern Illinois,2019,12.8,1
Eastern Kentucky,2019,0.2,1
Eastern Michigan,2019,-7.8636,11
Eastern Washington,2019,18.3,1
Elon,2019,2.0,1
Florida,2019,11.44,10
Florida A&M,2019,19.1,1
Florida Atlantic,2019,-2.425,12
Florida International,2019,-7.7909,11
Florida State,2019,4.7818,11
Fordham,2019,-4.5,1
Fresno State,2019,-2.0364,11
Furman,2019,-1.25,2
Gardner-Webb,2019,-10.15,2
Georgia,2019,9.8333,12
Georgia Southern,2019,-0.9273,11
Georgia State,2019,-5.1545,11
Georgia Tech,2019,7.1364,11
Grambling,2019,-5.25,2
Hampton,2019,-2.6,1
Hawai'i,2019,-1.5462,13
Holy Cross,2019,3.45,2
Houston,2019,6.2727,11
Houston Christian,2019,-25.6,1
Howard,2019,-6.3,1
Idaho,2019,11.6,2
Idaho State,2019,10.4,2
Illinois,2019,0.275,12
Illinois State,2019,-13.9,1
Incarnate Word,2019,-22.85,2
Indiana,2019,3.1091,11
Indiana State,2019,-9.8,1
Iowa,2019,4.9333,12
Iowa State,2019,6.0,11
Jackson State,2019,-20.3,1
James Madison,2019,-7.0,1
Kansas,2019,5.8091,11
Kansas State,2019,3.8727,11
Kennesaw State,2019,-10.2,1
Kent State,2019,-4.0,11
Kentucky,2019,3.1455,11
LSU,2019,8.9833,12
Lamar,2019,15.0,1
Liberty,2019,-9.8,10
Louisiana,2019,-3.7167,12
Louisiana Tech,2019,-12.6,11
Louisville,2019,5.5727,11
Maine,2019,-3.55,2
Marshall,2019,-4.0727,11
Maryland,2019,9.7545,11
Massachusetts,2019,-9.4182,11
McNeese,2019,8.7,1
Memphis,2019,-0.125,12
Mercer,2019,10.3,1
Miami,2019,2.6818,11
Miami (OH),2019,-2.6917,12
Michigan,2019,8.3917,12
Michigan State,2019,7.2167,12
Middle Tennessee,2019,-2.4545,11
Minnesota,2019,2.6273,11
Mississippi State,2019,11.3182,11
Missouri,2019,4.0818,11
Missouri State,2019,7.5,1
Monmouth,2019,-4.9,1
Montana,2019,19.0,1
Montana State,2019,2.7,1
Morgan State,2019,-14.8,2
Murray State,2019,6.55,2
NC State,2019,-0.3455,11
Navy,2019,0.2364,11
Nebraska,2019,4.5333,12
Nevada,2019,-5.2909,11
New Hampshire,2019,-7.0,1
New Mexico,2019,-1.5818,11
New Mexico State,2019,-1.1182,11
Nicholls,2019,-5.1,2
Norfolk State,2019,-18.6,2
North Carolina,2019,4.9182,11
North Carolina A&T,2019,-1.8,1
North Texas,2019,-8.4909,11
Northern Arizona,2019,-8.0,1
Northern Colorado,2019,1.95,2
Northern Illinois,2019,-5.4273,11
Northern Iowa,2019,12.6,1
Northwestern,2019,4.8,12
Northwestern State,2019,33.1,1
Notre Dame,2019,2.3583,12
Ohio,2019,-8.2,11
Ohio State,2019,6.2385,13
Oklahoma,2019,4.9417,12
Oklahoma State,2019,5.5182,11
Old Dominion,2019,-4.5636,11
Ole Miss,2019,7.7455,11
Oregon,2019,4.7417,12
Oregon State,2019,5.6182,11
Penn State,2019,8.4273,11
Pittsburgh,2019,5.3455,11
Portland State,2019,-1.25,2
Prairie View A&M,2019,-4.3,1
Purdue,2019,5.7417,12
Rhode Island,2019,5.85,2
Rice,2019,-3.7417,12
Richmond,2019,-5.7,1
Robert Morris,2019,-2.0,1
Rutgers,2019,7.325,12
SE Louisiana,2019,2.9,1
SMU,2019,-0.875,12
Sacramento State,2019,1.15,2
Sam Houston,2019,-17.0,1
Samford,2019,21.0,1
San Diego State,2019,-6.9727,11
San José State,2019,-4.1455,11
South Alabama,2019,-0.8273,11
South Carolina,2019,15.0182,11
South Carolina State,2019,-9.8,1
South Dakota,2019,22.9,1
South Dakota State,2019,19.4,1
South Florida,2019,3.1727,11
Southeast Missouri State,2019,7.8,1
Southern,2019,18.0,1
Southern Illinois,2019,-18.75,2
Southern Miss,2019,-3.8182,11
Southern Utah,2019,-17.4,1
Stanford,2019,6.125,12
Stephen F. Austin,2019,17.8,1
Stony Brook,2019,-4.3,1
Syracuse,2019,0.7818,11
TCU,2019,6.3273,11
Temple,2019,-0.9455,11
Tennessee,2019,7.9455,11
Tennessee State,2019,-11.3,1
Tennessee Tech,2019,-9.2,1
Texas,2019,6.325,12
Texas A&M,2019,9.2818,11
Texas Southern,2019,9.6,1
Texas State,2019,-2.0364,11
Texas Tech,2019,3.3,11
The Citadel,2019,-12.0,1
Toledo,2019,-6.3182,11
Towson,2019,24.0,1
Troy,2019,-6.6455,11
Tulane,2019,3.2091,11
Tulsa,2019,4.775,12
UAB,2019,-11.7167,12
UAlbany,2019,-4.4,1
UC Davis,2019,-2.6,1
UCF,2019,-3.3091,11
UCLA,2019,5.325,12
UConn,2019,-0.0455,11
UL Monroe,2019,-1.2636,11
UNLV,2019,-3.5545,11
USC,2019,4.5667,12
UT Martin,2019,16.55,2
UTEP,2019,-8.9727,11
UTSA,2019,-4.5455,11
Utah,2019,2.9917,12
Utah State,2019,1.8455,11
VMI,2019,-2.0,2
Vanderbilt,2019,7.9364,11
Virginia,2019,3.25,12
Virginia Tech,2019,0.61,10
Wagner,2019,-12.5,2
Wake Forest,2019,0.8455,11
Washington,2019,3.8182,11
Washington State,2019,1.8909,11
Weber State,2019,-5.15,2
West Virginia,2019,7.3727,11
Western Carolina,2019,13.05,2
Western Illinois,2019,-3.9,1
Western Kentucky,2019,-6.3818,11
Western Michigan,2019,-7.6727,11
William & Mary,2019,-3.85,2
Wisconsin,2019,8.2615,13
Wofford,2019,28.1,1
Wyoming,2019,-3.9636,11
Abilene Christian,2020,-5.0,3
Air Force,2020,-5.25,6
Akron,2020,-7.9667,6
Alabama,2020,7.3455,11
App State,2020,-2.39,10
Arizona,2020,6.8,5
Arizona State,2020,1.775,4
Arkansas,2020,10.53,10
Arkansas State,2020,-1.38,10
Army,2020,-3.95,8
Auburn,2020,7.53,10
Austin Peay,2020,12.3,2
BYU,2020,-1.83,10
Ball State,2020,-6.7,7
Baylor,2020,5.1778,9
Boise State,2020,-2.7286,7
Boston College,2020,5.8,11
Bowling Green,2020,-7.32,5
Buffalo,2020,-15.9,6
California,2020,4.475,4
Campbell,2020,4.475,4
Central Arkansas,2020,-0.1,2
Central Michigan,2020,-7.25,6
Charlotte,2020,-4.0,6
Chattanooga,2020,-3.2,1
Cincinnati,2020,2.2125,8
Clemson,2020,6.63,10
Coastal Carolina,2020,-1.31,10
Colorado,2020,2.84,5
Colorado State,2020,1.0,4
Duke,2020,4.0909,11
East Carolina,2020,1.6444,9
Eastern Kentucky,2020,6.7667,3
Eastern Michigan,2020,-6.2333,6
Florida,2020,5.3545,11
Florida Atlantic,2020,-7.45,8
Florida International,2020,-2.175,4
Florida State,2020,7.3875,8
Fresno State,2020,-10.5167,6
Georgia,2020,6.7333,9
Georgia Southern,2020,-4.5818,11
Georgia State,2020,-2.1889,9
Georgia Tech,2020,5.52,10
Hawai'i,2020,-3.5875,8
Houston,2020,5.8,7
Houston Christian,2020,-6.4,3
Illinois,2020,9.1875,8
Indiana,2020,9.5,7
Iowa,2020,7.4875,8
Iowa State,2020,5.5,11
Jacksonville State,2020,-7.8,2
Kansas,2020,6.7889,9
Kansas State,2020,3.94,10
Kent State,2020,-15.175,4
Kentucky,2020,6.39,10
LSU,2020,6.17,10
Liberty,2020,-8.45,8
Louisiana,2020,-1.86,10
Louisiana Tech,2020,-0.9375,8
Louisville,2020,3.3818,11
Marshall,2020,-5.7625,8
Maryland,2020,5.66,5
Massachusetts,2020,3.975,4
Memphis,2020,1.3,9
Mercer,2020,2.7,1
Miami,2020,6.84,10
Miami (OH),2020,-9.6667,3
Michigan,2020,7.2333,6
Michigan State,2020,11.2857,7
Middle Tennessee,2020,-2.6556,9
Minnesota,2020,8.8,7
Mississippi State,2020,7.3,10
Missouri,2020,5.73,10
Missouri State,2020,17.8,1
NC State,2020,3.5273,11
Navy,2020,2.33,10
Nebraska,2020,7.7875,8
Nevada,2020,-7.6375,8
New Mexico,2020,-5.0571,7
North Alabama,2020,5.9333,3
North Carolina,2020,3.12,10
North Texas,2020,-7.675,8
Northern Illinois,2020,-3.7167,6
Northwestern,2020,9.6125,8
Notre Dame,2020,4.7545,11
Ohio,2020,-17.2333,3
Ohio State,2020,4.8167,6
Oklahoma,2020,3.8778,9
Oklahoma State,2020,3.93,10
Ole Miss,2020,5.5444,9
Oregon,2020,3.1333,6
Oregon State,2020,8.7571,7
Penn State,2020,6.2111,9
Pittsburgh,2020,6.53,10
Purdue,2020,3.6333,6
Rice,2020,-2.36,5
Rutgers,2020,7.7667,9
SMU,2020,-1.9556,9
San Diego State,2020,-3.65,8
San José State,2020,-4.7857,7
South Alabama,2020,-2.2,11
South Carolina,2020,6.38,10
South Florida,2020,5.85,8
Southern Miss,2020,-4.2111,9
Stanford,2020,5.0,6
Stephen F. Austin,2020,-3.325,4
Syracuse,2020,7.3273,11
TCU,2020,3.93,10
Temple,2020,0.1429,7
Tennessee,2020,7.96,10
Texas,2020,3.9889,9
Texas A&M,2020,5.4,9
Texas State,2020,0.9167,12
Texas Tech,2020,5.7889,9
The Citadel,2020,5.8,3
Toledo,2020,-10.7833,6
Troy,2020,-2.4,10
Tulane,2020,-0.8545,11
Tulsa,2020,3.5125,8
UAB,2020,-1.2375,8
UCF,2020,0.4444,9
UCLA,2020,6.0,7
UL Monroe,2020,-2.77,10
UNLV,2020,-1.3,6
USC,2020,6.8333,6
UTEP,2020,-6.65,6
UTSA,2020,-3.87,10
Utah,2020,5.44,5
Utah State,2020,-2.0333,6
Vanderbilt,2020,5.0111,9
Virginia,2020,8.2889,9
Virginia Tech,2020,6.7545,11
Wake Forest,2020,7.9143,7
Washington,2020,2.325,4
Washington State,2020,10.425,4
West Virginia,2020,2.7,8
Western Carolina,2020,12.25,2
Western Kentucky,2020,1.08,10
Western Michigan,2020,-11.0667,6
Wisconsin,2020,7.75,6
Wyoming,2020,-6.6167,6
Abilene Christian,2021,8.9,1
Air Force,2021,-1.9818,11
Akron,2021,-1.9,11
Alabama,2021,9.0167,12
Alabama State,2021,11.0,1
Alcorn State,2021,-7.2,1
App State,2021,-1.2917,12
Arizona,2021,5.6909,11
Arizona State,2021,0.1091,11
Arkansas,2021,8.4455,11
Arkansas State,2021,-1.7,11
Arkansas-Pine Bluff,2021,13.8,1
Army,2021,-1.0909,11
Auburn,2021,10.8364,11
Austin Peay,2021,14.8,1
BYU,2021,2.3091,11
Ball State,2021,-1.8091,11
Baylor,2021,6.0333,12
Bethune-Cookman,2021,0.3,2
Boise State,2021,3.0417,12
Boston College,2021,1.0,11
Bowling Green,2021,-2.9455,11
Bryant,2021,-23.1,1
Bucknell,2021,4.7,1
Buffalo,2021,-4.8727,11
Cal Poly,2021,10.8,1
California,2021,0.3727,11
Campbell,2021,8.4,1
Central Arkansas,2021,-17.9,1
Central Connecticut,2021,10.8,1
Central Michigan,2021,-4.5,11
Charleston Southern,2021,16.25,2
Charlotte,2021,-5.3455,11
Chattanooga,2021,13.4,1
Cincinnati,2021,-0.1333,12
Clemson,2021,5.8182,11
Coastal Carolina,2021,-11.7818,11
Colgate,2021,0.9,1
Colorado,2021,7.3182,11
Colorado State,2021,-0.2545,11
Delaware,2021,-3.0,1
Duke,2021,1.0091,11
Duquesne,2021,-6.1,2
East Carolina,2021,1.5,11
East Tennessee State,2021,-19.4,1
Eastern Illinois,2021,3.9,1
Eastern Kentucky,2021,7.8,1
Eastern Michigan,2021,-5.4091,11
Eastern Washington,2021,-13.8,1
Elon,2021,10.3,1
Florida,2021,6.4455,11
Florida A&M,2021,-12.1,1
Florida Atlantic,2021,-1.5818,11
Florida International,2021,-3.3545,11
Florida State,2021,6.3818,11
Fordham,2021,2.55,2
Fresno State,2021,-1.8818,11
Furman,2021,16.1,1
Gardner-Webb,2021,-14.5,2
Georgia,2021,8.45,12
Georgia Southern,2021,0.3545,11
Georgia State,2021,-2.95,12
Georgia Tech,2021,8.4364,11
Grambling,2021,-1.65,2
Hampton,2021,-7.4,1
Hawai'i,2021,-2.0667,12
Holy Cross,2021,-25.6,1
Houston,2021,-3.7417,12
Houston Christian,2021,-18.6,1
Howard,2021,6.2,1
Idaho,2021,0.55,2
Idaho State,2021,6.25,2
Illinois,2021,6.075,12
Illinois State,2021,0.6,1
Incarnate Word,2021,-16.0,1
Indiana,2021,13.8182,11
Indiana State,2021,-11.1,1
Iowa,2021,6.9154,13
Iowa State,2021,5.5636,11
Jackson State,2021,-20.3,1
Jacksonville State,2021,8.35,2
Kansas,2021,8.8455,11
Kansas State,2021,5.1909,11
Kennesaw State,2021,-6.7,1
Kent State,2021,-2.5833,12
Kentucky,2021,2.3636,11
LSU,2021,9.9727,11
Lafayette,2021,7.4,1
Lamar,2021,6.5,1
Liberty,2021,-3.3091,11
Long Island University,2021,-6.1,3
Louisiana,2021,-4.625,12
Louisiana Tech,2021,-1.6182,11
Louisville,2021,7.3091,11
Maine,2021,-18.2,2
Marshall,2021,-3.0636,11
Maryland,2021,8.4455,11
Massachusetts,2021,0.17,10
McNeese,2021,4.1,1
Memphis,2021,-0.1364,11
Mercer,2021,26.0,1
Miami,2021,7.6909,11
Miami (OH),2021,-3.8818,11
Michigan,2021,5.6692,13
Michigan State,2021,8.7273,11
Middle Tennessee,2021,-4.4636,11
Minnesota,2021,4.3417,12
Mississippi State,2021,8.2091,11
Missouri,2021,7.8818,11
Missouri State,2021,17.2,1
Monmouth,2021,-4.0,1
Montana,2021,-0.7,1
Montana State,2021,0.6,1
Morgan State,2021,-3.9,1
Murray State,2021,4.4,2
NC State,2021,4.4909,11
Navy,2021,5.9583,12
Nebraska,2021,10.9636,11
Nevada,2021,0.8091,11
New Hampshire,2021,17.6,1
New Mexico,2021,1.1909,11
New Mexico State,2021,-0.6545,11
Nicholls,2021,4.85,2
Norfolk State,2021,8.5,2
North Carolina,2021,6.4364,11
North Carolina A&T,2021,-13.5,1
North Carolina Central,2021,8.0,1
North Dakota,2021,0.1,1
North Texas,2021,-2.7727,11
Northern Arizona,2021,-12.6,1
Northern Colorado,2021,-10.0,1
Northern Illinois,2021,-2.4917,12
Northern Iowa,2021,14.3,1
Northwestern,2021,7.0273,11
Northwestern State,2021,-6.5,1
Notre Dame,2021,4.675,12
Ohio,2021,-4.9,11
Ohio State,2021,6.0167,12
Oklahoma,2021,6.1364,11
Oklahoma State,2021,7.625,12
Old Dominion,2021,-2.7273,11
Ole Miss,2021,8.8091,11
Oregon,2021,5.45,12
Oregon State,2021,3.0727,11
Penn State,2021,8.6273,11
Pittsburgh,2021,2.0417,12
Portland State,2021,2.2,2
Prairie View A&M,2021,21.1,1
Purdue,2021,6.9,12
Rhode Island,2021,-29.3,1
Rice,2021,1.0818,11
Richmond,2021,2.4,1
Robert Morris,2021,-1.0,1
Rutgers,2021,6.4636,11
SE Louisiana,2021,-11.6,1
SMU,2021,0.0455,11
Sacramento State,2021,3.4,1
Saint Francis,2021,-7.8,1
Samford,2021,11.0,1
San Diego State,2021,-2.2417,12
San José State,2021,-1.7545,11
South Alabama,2021,-4.8091,11
South Carolina,2021,9.3091,11
South Carolina State,2021,-2.75,2
South Dakota,2021,-19.7,1
South Dakota State,2021,-2.4,1
South Florida,2021,5.9182,11
Southeast Missouri State,2021,3.1,1
Southern,2021,-6.5,1
Southern Illinois,2021,14.2,1
Southern Miss,2021,-3.9,11
Southern Utah,2021,4.95,2
Stanford,2021,6.375,12
Stephen F. Austin,2021,9.8,1
Stony Brook,2021,10.2,1
Syracuse,2021,6.8182,11
TCU,2021,8.2545,11
Temple,2021,-0.1455,11
Tennessee,2021,7.5273,11
Tennessee State,2021,10.5,1
Tennessee Tech,2021,17.5,1
Texas,2021,5.75,12
Texas A&M,2021,4.7455,11
Texas Southern,2021,-3.65,2
Texas State,2021,-5.2091,11
Texas Tech,2021,5.2182,11
The Citadel,2021,13.2,1
Toledo,2021,-7.9909,11
Towson,2021,8.3,1
Troy,2021,-2.4273,11
Tulane,2021,7.4273,11
Tulsa,2021,2.4545,11
UAB,2021,-1.2364,11
UAlbany,2021,0.3,1
UC Davis,2021,5.8,1
UCF,2021,-1.8545,11
UCLA,2021,1.5917,12
UConn,2021,0.81,10
UL Monroe,2021,1.1182,11
UNLV,2021,3.6364,11
USC,2021,3.9167,12
UT Martin,2021,13.3,1
UTEP,2021,-7.7818,11
UTSA,2021,-3.0167,12
Utah,2021,3.4167,12
Utah State,2021,-1.825,12
VMI,2021,-6.4,1
Vanderbilt,2021,6.1818,11
Villanova,2021,14.3,1
Virginia,2021,5.9545,11
Virginia Tech,2021,3.4727,11
Wagner,2021,-14.3,2
Wake Forest,2021,5.5333,12
Washington,2021,2.1,11
Washington State,2021,3.1273,11
Weber State,2021,15.2,1
West Virginia,2021,7.7,11
Western Carolina,2021,16.8,1
Western Illinois,2021,-11.2,1
Western Kentucky,2021,-3.8083,12
Western Michigan,2021,-1.8273,11
William & Mary,2021,7.2,1
Wisconsin,2021,7.3833,12
Wofford,2021,6.4,1
Wyoming,2021,-3.7636,11
Yale,2021,-25.6,1
Youngstown State,2021,11.2,1
Abilene Christian,2022,8.1,1
Air Force,2022,-12.3,11
Akron,2022,-6.6091,11
Alabama,2022,8.0545,11
Alabama A&M,2022,3.8,2
Alabama State,2022,15.0,1
Alcorn State,2022,12.4,1
App State,2022,0.09,10
Arizona,2022,7.3364,11
Arizona State,2022,6.0,11
Arkansas,2022,11.2091,11
Arkansas State,2022,-0.7909,11
Arkansas-Pine Bluff,2022,11.3,1
Army,2022,-4.31,10
Auburn,2022,14.7636,11
Austin Peay,2022,16.0,2
BYU,2022,0.9,11
Ball State,2022,-7.9182,11
Baylor,2022,9.2455,11
Bethune-Cookman,2022,-2.7,1
Boise State,2022,-7.275,12
Boston College,2022,3.5818,11
Bowling Green,2022,-5.8727,11
Bryant,2022,-25.5,1
Bucknell,2022,-14.0,1
Buffalo,2022,-10.4727,11
Cal Poly,2022,3.3,1
California,2022,5.4455,11
Campbell,2022,1.1,1
Central Arkansas,2022,16.2,1
Central Connecticut,2022,-14.6,1
Central Michigan,2022,-6.1818,11
Charleston Southern,2022,6.8,1
Charlotte,2022,-5.5818,11
Chattanooga,2022,15.9,1
Cincinnati,2022,-2.0455,11
Clemson,2022,1.9417,12
Coastal Carolina,2022,-3.0273,11
Colgate,2022,-4.35,2
Colorado,2022,11.325,12
Colorado State,2022,-5.2909,11
Delaware,2022,-7.2,1
Duke,2022,-4.2455,11
Duquesne,2022,-5.75,2
East Carolina,2022,0.2182,11
East Tennessee State,2022,15.4,1
Eastern Illinois,2022,-18.8,1
Eastern Kentucky,2022,-12.6,2
Eastern Michigan,2022,-13.3455,11
Eastern Washington,2022,14.65,2
Elon,2022,-4.7,1
Florida,2022,11.8455,11
Florida A&M,2022,7.8,1
Florida Atlantic,2022,-5.6,11
Florida International,2022,-8.4545,11
Florida State,2022,3.9364,11
Fordham,2022,-4.6,1
Fresno State,2022,-6.2833,12
Furman,2022,17.6,1
Gardner-Webb,2022,0.7,3
Georgia,2022,7.95,12
Georgia Southern,2022,-0.7545,11
Georgia State,2022,-2.0167,12
Georgia Tech,2022,8.4364,11
Grambling,2022,-13.0,1
Hawai'i,2022,-6.0333,12
Holy Cross,2022,-9.2,1
Houston,2022,-1.2333,12
Houston Christian,2022,-11.5,1
Howard,2022,-17.0,1
Idaho,2022,1.2,2
Idaho State,2022,-8.15,2
Illinois,2022,3.3091,11
Illinois State,2022,8.3,1
Incarnate Word,2022,-22.4,1
Indiana,2022,11.4545,11
Indiana State,2022,7.7,1
Iowa,2022,6.3818,11
Iowa State,2022,11.7364,11
Jacksonville State,2022,-6.1,1
James Madison,2022,-3.98,10
Kansas,2022,12.0818,11
Kansas State,2022,12.475,12
Kennesaw State,2022,13.1,1
Kent State,2022,-2.4818,11
Kentucky,2022,8.7364,11
LSU,2022,12.0667,12
Lafayette,2022,-12.9,1
Lamar,2022,-5.35,2
Liberty,2022,-8.3091,11
Long Island University,2022,-8.4,2
Louisiana,2022,-3.3909,11
Louisiana Tech,2022,-3.0,11
Louisville,2022,3.8167,12
Maine,2022,-20.9,2
Marshall,2022,-1.16,10
Maryland,2022,4.35,12
Massachusetts,2022,-5.2182,11
McNeese,2022,-15.2,1
Memphis,2022,0.7,11
Mercer,2022,5.1,1
Miami,2022,1.8727,11
Miami (OH),2022,-9.7,11
Michigan,2022,1.7923,13
Michigan State,2022,7.975,12
Middle Tennessee,2022,-7.9545,11
Minnesota,2022,0.7909,11
Mississippi State,2022,11.1545,11
Missouri,2022,8.8364,11
Missouri State,2022,12.0,1
Montana State,2022,14.3,1
Morgan State,2022,-6.4,1
Murray State,2022,-3.2,2
NC State,2022,2.6273,11
Navy,2022,3.1091,11
Nebraska,2022,6.5455,11
Nevada,2022,-6.2545,11
New Hampshire,2022,-17.3,1
New Mexico,2022,-5.4182,11
New Mexico State,2022,-10.96,10
Nicholls,2022,-2.45,2
Norfolk State,2022,4.75,2
North Alabama,2022,6.8,1
North Carolina,2022,1.825,12
North Carolina A&T,2022,5.0,1
North Dakota,2022,-1.2,1
North Dakota State,2022,-3.2,1
North Texas,2022,-5.0917,12
Northern Arizona,2022,-4.1,1
Northern Colorado,2022,-10.8,1
Northern Illinois,2022,-8.6818,11
Northern Iowa,2022,3.9,1
Northwestern,2022,10.5818,11
Northwestern State,2022,-3.5,1
Notre Dame,2022,2.9417,12
Ohio,2022,-9.2167,12
Ohio State,2022,4.3167,12
Oklahoma,2022,7.1583,12
Oklahoma State,2022,8.8091,11
Old Dominion,2022,-1.5833,12
Ole Miss,2022,7.8727,11
Oregon,2022,6.7091,11
Oregon State,2022,5.1364,11
Penn State,2022,4.675,12
Pittsburgh,2022,0.1455,11
Portland State,2022,5.7,2
Purdue,2022,7.6833,12
Rhode Island,2022,8.6,1
Rice,2022,-1.7909,11
Richmond,2022,-9.0,1
Robert Morris,2022,-5.5,2
Rutgers,2022,8.2273,11
SE Louisiana,2022,-2.55,2
SMU,2022,4.6182,11
Sacramento State,2022,-22.2,1
Saint Francis,2022,-23.4,1
Sam Houston,2022,9.1,1
Samford,2022,35.3,1
San Diego State,2022,-5.9091,11
San José State,2022,-11.86,10
South Alabama,2022,-6.3455,11
South Carolina,2022,9.6636,11
South Carolina State,2022,11.5,2
South Dakota,2022,21.4,1
South Dakota State,2022,12.7,1
South Florida,2022,4.1,11
Southeast Missouri State,2022,5.3,1
Southern,2022,16.2,1
Southern Illinois,2022,-13.4,1
Southern Miss,2022,-1.2545,11
Southern Utah,2022,19.2,1
Stanford,2022,10.3,11
Stephen F. Austin,2022,-17.8,1
Stony Brook,2022,-30.3,1
Syracuse,2022,3.9,11
TCU,2022,8.975,12
Tarleton State,2022,24.3,1
Temple,2022,-2.6273,11
Tennessee,2022,8.3273,11
Tennessee State,2022,-6.9,1
Tennessee Tech,2022,2.9,1
Texas,2022,10.4167,12
Texas A&M,2022,7.9091,11
Texas Southern,2022,2.85,2
Texas State,2022,-3.5727,11
Texas Tech,2022,11.7364,11
The Citadel,2022,1.7,1
Toledo,2022,-10.0583,12
Towson,2022,2.4,1
