name,draft_year,position,college,conference_tier,combine_forty,combine_speed_score,games_college,production_score,draft_round,draft_grade,nfl_success,experience_years,pro_bowls,seasons_started,career_av,height_in,weight_lb,vertical,bench,broad_in,cone,shuttle,age
Derrick Locke,2011,RB,Kentucky,4,4.37,71.67,,,8,3,0,0,0,0,0.0,68.0,188.0,37.5,16.0,118.0,6.98,4.15,
Ricardo Lockette,2011,WR,Fort Valley State,10,4.34,72.0,,,8,3,0,0,0,0,0.0,74.0,211.0,35.5,,127.0,7.15,4.19,
Scott Lutrus,2011,OLB,Connecticut,6,4.68,49.23,,,8,3,0,0,0,0,0.0,74.0,241.0,38.0,,121.0,6.89,4.09,
Jeff Maehl,2011,WR,Oregon,2,4.56,28.0,,,8,3,0,0,0,0,0.0,73.0,190.0,33.5,,115.0,6.42,3.94,
DeAndre McDaniel,2011,S,Clemson,1,4.63,26.67,,,8,3,0,0,0,0,0.0,72.0,217.0,35.0,,116.0,,,
Andrew McGee,2011,CB,Oklahoma State,3,4.71,0.0,,,8,3,0,0,0,0,0.0,71.0,195.0,34.0,,117.0,,,
Joseph Morgan,2011,WR,Michigan State,3,4.38,64.0,,,8,3,0,0,0,0,0.0,72.0,189.0,35.5,10.0,123.0,6.91,4.25,
Adrian Moten,2011,OLB,Maryland,4,4.53,72.31,,,8,3,0,0,0,0,0.0,74.0,228.0,31.0,18.0,114.0,7.05,4.21,
O.J. Murdock,2011,WR,Fort Hays State,10,4.5,40.0,,,8,3,0,0,0,0,0.0,70.0,197.0,34.5,15.0,116.0,,4.37,
Jamar Newsome,2011,WR,UCF,4,4.46,48.0,,,8,3,0,0,0,0,0.0,72.0,200.0,38.5,13.0,129.0,6.83,4.22,
Kris O'Dowd,2011,C,USC,2,5.12,64.0,,,8,3,0,0,0,0,0.0,76.0,304.0,32.5,31.0,105.0,7.67,4.59,
Schuylar Oordt,2011,TE,New Mexico,7,4.63,61.67,,,8,3,0,0,0,0,0.0,78.0,261.0,36.0,18.0,119.0,6.83,4.25,
Martin Parker,2011,DT,Richmond,9,4.95,50.0,,,8,3,0,0,0,0,0.0,74.0,303.0,29.0,22.0,104.0,7.56,4.57,
Zack Pianalto,2011,TE,North Carolina,3,4.78,36.67,,,8,3,0,0,0,0,0.0,75.0,256.0,32.0,22.0,108.0,6.85,4.41,
Josh Portis,2011,QB,California (PA),4,4.59,63.75,,,8,3,0,0,0,0,0.0,75.0,211.0,40.0,,126.0,6.84,4.12,
Allen Reisner,2011,FB,Iowa,3,4.9,15.38,,,8,3,0,0,0,0,0.0,74.0,248.0,28.0,14.0,108.0,7.31,4.59,
Jake Rogers,2011,K,Cincinnati,4,5.06,0.0,,,8,3,0,0,0,0,0.0,74.0,213.0,,,,,,
Kevin Rutland,2011,CB,Missouri,4,4.58,15.56,,,8,3,0,0,0,0,0.0,72.0,190.0,35.5,12.0,118.0,6.92,4.15,
Brandon Saine,2011,RB,Ohio State,1,4.4,66.67,,,8,3,0,0,0,0,0.0,71.0,220.0,34.5,22.0,113.0,6.98,4.25,
Jock Sanders,2011,WR,West Virginia,4,4.5,40.0,,,8,3,0,0,0,0,0.0,66.0,181.0,34.5,19.0,121.0,6.78,4.13,
Dane Sanzenbacher,2011,WR,Ohio State,1,4.56,28.0,,,8,3,0,0,0,0,0.0,71.0,182.0,33.5,,118.0,6.46,3.97,
Weslye Saunders,2011,TE,South Carolina,3,4.93,11.67,,,8,3,0,0,0,0,0.0,77.0,270.0,33.5,19.0,116.0,,,
Sealver Siliga,2011,DT,Utah,3,5.38,0.0,,,8,3,0,0,0,0,0.0,74.0,305.0,29.0,29.0,100.0,7.7,4.75,
David Sims,2011,S,Iowa State,4,4.5,55.56,,,8,3,0,0,0,0,0.0,69.0,200.0,37.5,24.0,120.0,,4.28,
Derrell Smith,2011,ILB,Syracuse,4,4.76,36.92,,,8,3,0,0,0,0,0.0,72.0,243.0,,,,,,
Keith Smith,2011,WR,San Jose State,7,4.65,10.0,,,8,3,0,0,0,0,0.0,74.0,214.0,,,,,,
Willie Smith,2011,OT,East Carolina,6,5.4,23.53,,,8,3,0,0,0,0,0.0,77.0,310.0,30.5,,106.0,7.95,4.83,
Owen Spencer,2011,WR,NC State,4,4.51,38.0,,,8,3,0,0,0,0,0.0,74.0,195.0,37.5,6.0,125.0,6.86,4.18,
Jerrard Tarrant,2011,S,Georgia Tech,3,4.57,40.0,,,8,3,0,0,0,0,0.0,72.0,204.0,33.0,14.0,114.0,6.92,4.21,
Vai Taua,2011,RB,Nevada,7,4.65,25.0,,,8,3,0,0,0,0,0.0,69.0,213.0,34.5,20.0,112.0,6.89,4.18,
Adrian Taylor,2011,DT,Oklahoma,2,5.22,16.25,,,8,3,0,0,0,0,0.0,75.0,311.0,,34.0,,,,
Zane Taylor,2011,C,Utah,3,5.52,10.67,,,8,3,0,0,0,0,0.0,74.0,309.0,25.5,33.0,104.0,8.15,4.77,
Isaiah Thompson,2011,OG,Houston,6,6.0,0.0,,,8,3,0,0,0,0,0.0,75.0,300.0,25.0,23.0,82.0,9.04,5.56,
Cedric Thornton,2011,DT,Southern Arkansas,10,5.25,12.5,,,8,3,0,0,0,0,0.0,75.0,309.0,27.0,23.0,101.0,7.7,4.71,
Terrence Toliver,2011,WR,LSU,1,4.52,36.0,,,8,3,0,0,0,0,0.0,75.0,212.0,32.0,,122.0,6.48,4.03,
Scott Tolzien,2011,QB,Wisconsin,3,4.92,22.5,,,8,3,0,0,0,0,0.0,74.0,212.0,29.5,,116.0,6.84,4.12,
Devon Torrence,2011,CB,Ohio State,1,4.68,0.0,,,8,3,0,0,0,0,0.0,72.0,199.0,33.0,,111.0,6.95,4.09,
Terrance Turner,2011,WR,Indiana,4,4.53,34.0,,,8,3,0,0,0,0,0.0,74.0,220.0,41.0,16.0,128.0,6.77,4.15,
Colby Whitlock,2011,DT,Texas Tech,4,5.27,10.0,,,8,3,0,0,0,0,0.0,74.0,302.0,30.5,25.0,105.0,7.73,4.75,
Deunta Williams,2011,S,North Carolina,3,4.53,48.89,,,8,3,0,0,0,0,0.0,74.0,205.0,,,,,,
Marshall Williams,2011,WR,Wake Forest,4,4.56,28.0,,,8,3,0,0,0,0,0.0,73.0,188.0,35.5,9.0,123.0,6.61,4.09,
Nate Williams,2011,S,Washington,2,4.68,15.56,,,8,3,0,0,0,0,0.0,72.0,211.0,30.5,17.0,114.0,6.98,4.15,
Ian Williams,2011,DT,Notre Dame,2,5.21,17.5,,,8,3,0,0,0,0,0.0,73.0,319.0,28.5,31.0,98.0,,4.78,
Zack Williams,2011,C,Washington State,4,5.18,56.0,,,8,3,0,0,0,0,0.0,75.0,309.0,30.0,28.0,103.0,7.54,4.62,
Ryan Winterswyk,2011,DE,Boise State,7,4.96,21.54,,,8,3,0,0,0,0,0.0,76.0,268.0,30.0,18.0,111.0,7.01,4.37,
Jimmy Young,2011,WR,TCU,3,4.5,40.0,,,8,3,0,0,0,0,0.0,72.0,204.0,37.0,19.0,115.0,7.08,4.18,
Chas Alecxih,2012,DT,Pittsburgh,3,5.31,5.0,,,8,3,0,0,0,0,0.0,76.0,296.0,25.5,19.0,99.0,7.74,4.62,
Ryan Baker,2012,OLB,LSU,1,4.8,30.77,,,8,3,0,0,0,0,0.0,71.0,232.0,34.0,30.0,113.0,7.21,4.35,
Mike Ball,2012,RB,Nevada,7,4.54,43.33,,,8,3,0,0,0,0,0.0,68.0,206.0,36.0,21.0,112.0,7.1,4.23,
Tim Benford,2012,WR,Tennessee Tech,2,4.51,38.0,,,8,3,0,0,0,0,0.0,71.0,205.0,,15.0,,,,
Jamie Blatnick,2012,DE,Oklahoma State,3,4.81,44.62,,,8,3,0,0,0,0,0.0,75.0,263.0,32.5,28.0,112.0,7.22,4.2,
Brandon Bolden,2012,RB,Ole Miss,3,4.55,41.67,,,8,3,0,0,0,0,0.0,71.0,222.0,38.0,21.0,119.0,6.96,4.44,
Jarrett Boykin,2012,WR,Virginia Tech,3,4.62,16.0,,,8,3,0,0,0,0,0.0,74.0,217.0,36.0,11.0,123.0,7.12,4.28,
Mike Brewster,2012,C,Ohio State,1,5.22,50.67,,,8,3,0,0,0,0,0.0,76.0,312.0,25.0,29.0,96.0,7.73,4.6,
Charles Brown,2012,CB,North Carolina,3,4.53,26.67,,,8,3,0,0,0,0,0.0,69.0,202.0,35.5,18.0,114.0,6.94,4.06,
James Brown,2012,OG,Troy,8,5.19,48.0,,,8,3,0,0,0,0,0.0,75.0,306.0,25.5,24.0,102.0,7.7,4.78,
Vontaze Burfict,2012,ILB,Arizona State,3,5.0,0.0,,,8,3,0,0,0,0,0.0,73.0,248.0,30.0,,104.0,,,
Drew Butler,2012,P,Georgia,1,5.04,0.0,,,8,3,0,0,0,0,0.0,73.0,203.0,,,,,,
Sean Cattouse,2012,S,California,4,4.74,2.22,,,8,3,0,0,0,0,0.0,74.0,211.0,34.0,,114.0,6.99,4.15,
Josh Cooper,2012,WR,Oklahoma State,3,4.65,10.0,,,8,3,0,0,0,0,0.0,71.0,190.0,,11.0,,,,
Paul Cornick,2012,OT,North Dakota State,9,5.3,35.29,,,8,3,0,0,0,0,0.0,77.0,310.0,,25.0,,,,
Aaron Corp,2012,QB,Richmond,9,4.61,61.25,,,8,3,0,0,0,0,0.0,75.0,215.0,31.5,,106.0,7.03,4.3,
Lennon Creer,2012,RB,Louisiana Tech,5,4.67,21.67,,,8,3,0,0,0,0,0.0,71.0,219.0,33.5,21.0,110.0,7.26,4.4,
John Cullen,2012,OT,Utah,3,5.28,37.65,,,8,3,0,0,0,0,0.0,76.0,297.0,27.0,23.0,102.0,7.58,4.59,
Austin Davis,2012,QB,Southern Miss,10,4.69,51.25,,,8,3,0,0,0,0,0.0,74.0,219.0,31.0,,109.0,6.73,4.11,
Taylor Dever,2012,OT,Notre Dame,2,5.4,23.53,,,8,3,0,0,0,0,0.0,77.0,298.0,28.0,18.0,100.0,7.49,4.9,
Derek Dimke,2012,K,Illinois,4,5.02,0.0,,,8,3,0,0,0,0,0.0,71.0,178.0,,,,,,
Patrick Edwards,2012,WR,Houston,6,4.57,26.0,,,8,3,0,0,0,0,0.0,69.0,172.0,,,,,,
Loni Fangupo,2012,DT,BYU,5,5.12,28.75,,,8,3,0,0,0,0,0.0,73.0,323.0,31.5,36.0,99.0,7.94,4.62,
Antonio Fenelus,2012,CB,Wisconsin,3,4.57,17.78,,,8,3,0,0,0,0,0.0,68.0,190.0,32.0,20.0,109.0,6.8,4.2,
Marcus Forston,2012,DT,Miami (FL),2,5.05,37.5,,,8,3,0,0,0,0,0.0,73.0,301.0,28.0,35.0,105.0,7.64,4.79,
Justin Francis,2012,DE,Rutgers,4,4.9,30.77,,,8,3,0,0,0,0,0.0,74.0,268.0,32.0,23.0,109.0,7.05,4.35,
Jeff Fuller,2012,WR,Texas A&M,2,4.53,34.0,,,8,3,0,0,0,0,0.0,76.0,223.0,,17.0,,,,
Chris Galippo,2012,ILB,USC,2,4.73,41.54,,,8,3,0,0,0,0,0.0,73.0,241.0,29.5,19.0,107.0,6.9,4.1,
Garth Gerhart,2012,C,Arizona State,3,5.38,29.33,,,8,3,0,0,0,0,0.0,73.0,305.0,30.5,25.0,96.0,7.63,4.65,
Jonas Gray,2012,RB,Notre Dame,2,4.58,36.67,,,8,3,0,0,0,0,0.0,70.0,223.0,,20.0,,,,
Dominique Hamilton,2012,DT,Missouri,4,5.45,0.0,,,8,3,0,0,0,0,0.0,77.0,313.0,,31.0,,7.82,4.78,
Jewel Hampton,2012,RB,Southern Illinois,10,4.56,40.0,,,8,3,0,0,0,0,0.0,69.0,218.0,,26.0,,,,
Darius Hanks,2012,WR,Alabama,1,4.52,36.0,,,8,3,0,0,0,0,0.0,72.0,184.0,34.0,11.0,117.0,,,
Cory Harkey,2012,TE,UCLA,5,5.06,0.0,,,8,3,0,0,0,0,0.0,76.0,260.0,26.5,13.0,109.0,7.4,4.69,
Jacory Harris,2012,QB,Miami (FL),2,4.65,56.25,,,8,3,0,0,0,0,0.0,75.0,203.0,37.0,,113.0,7.1,4.4,
Cliff Harris,2012,CB,Oregon,2,4.61,8.89,,,8,3,0,0,0,0,0.0,71.0,175.0,36.0,14.0,118.0,6.79,4.19,
DaJohn Harris,2012,DT,USC,2,4.97,47.5,,,8,3,0,0,0,0,0.0,75.0,306.0,,,,,,
Josh Harris,2012,LS,Auburn,2,4.82,27.69,,,8,3,0,0,0,0,0.0,73.0,252.0,,15.0,,,,
Delano Howell,2012,S,Stanford,3,4.61,31.11,,,8,3,0,0,0,0,0.0,71.0,210.0,33.0,21.0,120.0,6.97,4.15,
Emil Igwenagu,2012,FB,Massachusetts,10,4.7,46.15,,,8,3,0,0,0,0,0.0,73.0,249.0,34.5,19.0,121.0,7.32,4.4,
Duke Ihenacho,2012,S,San Jose State,7,4.67,17.78,,,8,3,0,0,0,0,0.0,72.0,213.0,35.0,20.0,122.0,6.78,4.22,
Janzen Jackson,2012,S,McNeese State,10,4.6,33.33,,,8,3,0,0,0,0,0.0,71.0,188.0,36.5,9.0,125.0,6.9,4.15,
Jerrell Jackson,2012,WR,Missouri,4,4.5,40.0,,,8,3,0,0,0,0,0.0,72.0,196.0,41.0,22.0,127.0,6.82,4.11,
Jamaar Jarrett,2012,DE,Arizona State,3,4.96,21.54,,,8,3,0,0,0,0,0.0,77.0,265.0,30.0,21.0,114.0,,4.34,
Jordan Jefferson,2012,QB,LSU,1,4.58,65.0,,,8,3,0,0,0,0,0.0,76.0,223.0,36.5,14.0,116.0,6.81,4.06,
Leonard Johnson,2012,CB,Iowa State,4,4.62,6.67,,,8,3,0,0,0,0,0.0,70.0,196.0,32.0,15.0,120.0,6.96,4.15,
Rishaw Johnson,2012,OG,California (PA),4,5.12,57.33,,,8,3,0,0,0,0,0.0,75.0,313.0,31.5,22.0,108.0,7.87,4.53,
Steven Johnson,2012,OLB,Kansas,10,4.71,44.62,,,8,3,0,0,0,0,0.0,72.0,239.0,36.0,16.0,113.0,7.32,4.38,
Jeremy Jones,2012,CB,Wayne State (MI),10,4.56,20.0,,,8,3,0,0,0,0,0.0,69.0,197.0,31.5,20.0,116.0,7.14,4.18,
Dwight Jones,2012,WR,North Carolina,3,4.51,38.0,,,8,3,0,0,0,0,0.0,75.0,230.0,33.0,14.0,109.0,,,
Coryell Judie,2012,CB,Texas A&M,2,4.45,44.44,,,8,3,0,0,0,0,0.0,72.0,194.0,37.0,,126.0,7.33,4.25,
Jermaine Kearse,2012,WR,Washington,2,4.5,40.0,,,8,3,0,0,0,0,0.0,73.0,209.0,34.0,14.0,119.0,7.03,4.12,
Case Keenum,2012,QB,Houston,6,4.72,47.5,,,8,3,0,0,0,0,0.0,73.0,208.0,32.5,,103.0,,,
Ronald Leary,2012,OG,Memphis,6,5.23,42.67,,,8,3,0,0,0,0,0.0,75.0,315.0,29.0,30.0,104.0,7.87,4.91,
Brandon Lindsey,2012,OLB,Pittsburgh,3,4.85,23.08,,,8,3,0,0,0,0,0.0,74.0,254.0,33.0,23.0,117.0,7.36,4.28,
Shawn Loiseau,2012,ILB,Merrimack,10,4.74,40.0,,,8,3,0,0,0,0,0.0,72.0,244.0,32.5,19.0,109.0,,,
D'Anton Lynn,2012,CB,Penn State,2,4.71,0.0,,,8,3,0,0,0,0,0.0,72.0,206.0,31.5,17.0,111.0,,,
Kyle Martens,2012,P,Rice,6,4.92,12.31,,,8,3,0,0,0,0,0.0,77.0,226.0,,,,,,
Marquis Maze,2012,WR,Alabama,1,4.51,38.0,,,8,3,0,0,0,0,0.0,68.0,186.0,33.5,,112.0,,,
Antoine McClain,2012,OG,Clemson,1,5.48,9.33,,,8,3,0,0,0,0,0.0,77.0,329.0,27.0,19.0,91.0,8.13,4.82,
Kelcie McCray,2012,S,Arkansas State,3,4.48,60.0,,,8,3,0,0,0,0,0.0,74.0,202.0,30.5,12.0,122.0,7.0,4.29,
Vaughn Meatoga,2012,DT,Hawaii,7,4.93,52.5,,,8,3,0,0,0,0,0.0,73.0,294.0,30.0,27.0,108.0,7.1,4.21,
Davin Meggett,2012,RB,Maryland,4,4.5,50.0,,,8,3,0,0,0,0,0.0,68.0,211.0,35.0,23.0,118.0,7.14,4.32,
Chase Minnifield,2012,CB,Virginia,4,4.63,4.44,,,8,3,0,0,0,0,0.0,70.0,183.0,,7.0,,,,
Rennie Moore,2012,DT,Clemson,1,5.0,43.75,,,8,3,0,0,0,0,0.0,75.0,268.0,30.5,21.0,109.0,,4.53,
Kashif Moore,2012,WR,Connecticut,6,4.36,68.0,,,8,3,0,0,0,0,0.0,69.0,180.0,43.5,19.0,126.0,6.82,4.05,
Kellen Moore,2012,QB,Boise State,7,4.82,35.0,,,8,3,0,0,0,0,0.0,72.0,197.0,27.0,,99.0,7.41,4.56,
Derek Moye,2012,WR,Penn State,2,4.46,48.0,,,8,3,0,0,0,0,0.0,76.0,209.0,33.5,10.0,115.0,,4.23,
Tyler Nielsen,2012,OLB,Iowa,3,4.63,56.92,,,8,3,0,0,0,0,0.0,75.0,238.0,,21.0,,7.27,4.31,
Lucas Nix,2012,OG,Pittsburgh,3,5.36,25.33,,,8,3,0,0,0,0,0.0,77.0,317.0,29.5,,102.0,7.81,4.9,
Josh Oglesby,2012,OT,Virginia Tech,3,5.75,0.0,,,8,3,0,0,0,0,0.0,79.0,338.0,28.5,22.0,,,,
Chris Owusu,2012,WR,Stanford,3,4.36,68.0,,,8,3,0,0,0,0,0.0,72.0,196.0,40.5,19.0,129.0,6.85,4.11,
Eric Page,2012,WR,Toledo,8,4.5,40.0,,,8,3,0,0,0,0,0.0,69.0,186.0,30.0,15.0,112.0,6.95,3.98,
Donte Paige-Moss,2012,DE,North Carolina,3,4.67,66.15,,,8,3,0,0,0,0,0.0,75.0,268.0,,26.0,,,,
Micah Pellerin,2012,CB,Kansas State,4,4.52,28.89,,,8,3,0,0,0,0,0.0,72.0,194.0,33.0,14.0,116.0,,,
DeAngelo Peterson,2012,TE,LSU,1,4.69,51.67,,,8,3,0,0,0,0,0.0,75.0,243.0,36.0,18.0,121.0,7.19,,
Eddie Pleasant,2012,S,Oregon,2,4.53,48.89,,,8,3,0,0,0,0,0.0,70.0,211.0,33.5,22.0,116.0,7.12,4.28,
Chris Polk,2012,RB,Washington,2,4.52,46.67,,,8,3,0,0,0,0,0.0,70.0,215.0,31.5,,111.0,7.13,4.21,
Tauren Poole,2012,RB,Tennessee,2,4.48,53.33,,,8,3,0,0,0,0,0.0,70.0,205.0,34.0,24.0,118.0,7.36,4.19,
Tydreke Powell,2012,DT,North Carolina,3,5.28,8.75,,,8,3,0,0,0,0,0.0,74.0,311.0,28.5,29.0,99.0,7.31,4.62,
Chaz Powell,2012,CB,Penn State,2,4.42,51.11,,,8,3,0,0,0,0,0.0,72.0,203.0,33.0,17.0,121.0,6.84,4.16,
Shawn Powell,2012,P,Florida State,2,5.06,0.0,,,8,3,0,0,0,0,0.0,76.0,248.0,,,,,,
DeAndre Presley,2012,CB,Appalachian State,8,4.53,26.67,,,8,3,0,0,0,0,0.0,70.0,185.0,32.0,8.0,114.0,7.19,4.28,
Nick Provo,2012,TE,Syracuse,4,4.76,40.0,,,8,3,0,0,0,0,0.0,75.0,237.0,,,,,,
Cyhl Quarles,2012,S,Wake Forest,4,4.54,46.67,,,8,3,0,0,0,0,0.0,73.0,213.0,32.5,19.0,119.0,7.21,4.32,
Antwuan Reed,2012,CB,Pittsburgh,3,4.58,15.56,,,8,3,0,0,0,0,0.0,70.0,188.0,36.5,14.0,124.0,,4.2,
Beau Reliford,2012,TE,Florida State,2,4.84,26.67,,,8,3,0,0,0,0,0.0,77.0,256.0,,,,,,
Matt Reynolds,2012,OT,BYU,5,5.27,38.82,,,8,3,0,0,0,0,0.0,76.0,302.0,,25.0,,,,
Sean Richardson,2012,S,Vanderbilt,4,4.43,71.11,,,8,3,0,0,0,0,0.0,74.0,216.0,38.5,22.0,128.0,7.01,4.44,
Gerell Robinson,2012,WR,Arizona State,3,4.54,32.0,,,8,3,0,0,0,0,0.0,75.0,227.0,35.5,,113.0,,4.15,
Trenton Robinson,2012,S,Michigan State,3,4.46,64.44,,,8,3,0,0,0,0,0.0,70.0,195.0,35.0,15.0,125.0,,4.15,
James Rodgers,2012,WR,Oregon State,4,4.61,18.0,,,8,3,0,0,0,0,0.0,67.0,184.0,37.0,19.0,115.0,,4.23,
Brett Roy,2012,DT,Nevada,7,5.0,43.75,,,8,3,0,0,0,0,0.0,75.0,275.0,30.5,32.0,108.0,7.31,4.62,
Quentin Saulsberry,2012,C,Mississippi State,3,5.28,42.67,,,8,3,0,0,0,0,0.0,74.0,304.0,22.0,26.0,90.0,8.19,4.99,
Darrell Scott,2012,RB,South Florida,6,4.68,20.0,,,8,3,0,0,0,0,0.0,72.0,231.0,31.5,,,,,
Derrick Shelby,2012,DE,Utah,3,4.87,35.38,,,8,3,0,0,0,0,0.0,75.0,266.0,35.5,26.0,116.0,7.09,4.5,
Jacquies Smith,2012,DE,Missouri,4,4.75,53.85,,,8,3,0,0,0,0,0.0,75.0,253.0,31.5,21.0,110.0,7.25,4.31,
Brian Stahovich,2012,P,San Diego State,7,4.78,33.85,,,8,3,0,0,0,0,0.0,72.0,211.0,,,,,,
Ryan Steed,2012,CB,Furman,9,4.64,2.22,,,8,3,0,0,0,0,0.0,70.0,195.0,34.0,12.0,121.0,6.94,4.22,
Dave Teggart,2012,K,Connecticut,6,5.25,0.0,,,8,3,0,0,0,0,0.0,72.0,201.0,,,,,,
Darron Thomas,2012,QB,Oregon,2,4.77,41.25,,,8,3,0,0,0,0,0.0,75.0,220.0,36.0,14.0,121.0,7.17,4.28,
Johnny Thomas,2012,S,Oklahoma State,3,4.57,40.0,,,8,3,0,0,0,0,0.0,70.0,206.0,35.5,20.0,123.0,7.01,4.25,
Christian Tupou,2012,DT,USC,2,5.38,0.0,,,8,3,0,0,0,0,0.0,74.0,289.0,24.0,30.0,92.0,8.07,4.87,
Marc Tyler,2012,RB,USC,2,4.7,16.67,,,8,3,0,0,0,0,0.0,71.0,219.0,30.5,19.0,110.0,,,
Dustin Waldron,2012,OT,Portland State,10,5.23,43.53,,,8,3,0,0,0,0,0.0,77.0,305.0,26.0,29.0,103.0,7.93,4.75,
Fozzy Whittaker,2012,RB,Texas,2,4.49,51.67,,,8,3,0,0,0,0,0.0,69.0,193.0,,20.0,,,,
Carson Wiggs,2012,K,Purdue,4,4.91,13.85,,,8,3,0,0,0,0,0.0,73.0,221.0,,,,,,
Patrick Witt,2012,QB,Yale,10,5.06,5.0,,,8,3,0,0,0,0,0.0,75.0,225.0,31.5,,101.0,7.14,4.37,
Desmond Wynn,2012,OG,Rutgers,4,4.98,76.0,,,8,3,0,0,0,0,0.0,77.0,303.0,32.5,28.0,,,,
Markus Zusevics,2012,OT,Iowa,3,5.08,61.18,,,8,3,0,0,0,0,0.0,77.0,303.0,,,,,,
Johnny Adams,2013,CB,Michigan State,3,4.48,37.78,,,8,3,0,0,0,0,0.0,70.0,185.0,,16.0,,,,
Ryan Allen,2013,P,Louisiana Tech,5,4.98,3.08,,,8,3,0,0,0,0,0.0,73.0,229.0,,,,,,
Zach Allen,2013,OG,NC State,4,5.43,16.0,,,8,3,0,0,0,0,0.0,74.0,332.0,,32.0,,,,
C.J. Anderson,2013,RB,California,4,4.6,33.33,,,8,3,0,0,0,0,0.0,68.0,224.0,32.0,17.0,119.0,7.15,4.12,
Alvin Bailey,2013,OG,Arkansas,3,4.95,80.0,,,8,3,0,0,0,0,0.0,75.0,312.0,,27.0,,,,
Chris Barker,2013,OG,Nevada,7,5.25,40.0,,,8,3,0,0,0,0,0.0,75.0,305.0,27.5,29.0,99.0,8.09,4.77,
T.J. Barnes,2013,DT,Georgia Tech,3,5.3,6.25,,,8,3,0,0,0,0,0.0,78.0,369.0,22.0,25.0,97.0,8.26,4.96,
Nick Becton,2013,OT,Virginia Tech,3,5.2,47.06,,,8,3,0,0,0,0,0.0,77.0,323.0,29.5,19.0,109.0,7.77,4.57,
Zach Boren,2013,FB,Ohio State,1,5.0,0.0,,,8,3,0,0,0,0,0.0,71.0,238.0,32.0,25.0,109.0,7.28,4.44,
Tyler Bray,2013,QB,Tennessee,2,5.05,6.25,,,8,3,0,0,0,0,0.0,78.0,232.0,,,100.0,7.2,4.51,
Dylan Breeding,2013,P,Arkansas,3,4.74,40.0,,,8,3,0,0,0,0,0.0,73.0,213.0,29.0,11.0,110.0,,,
Braden Brown,2013,OT,BYU,5,5.2,47.06,,,8,3,0,0,0,0,0.0,77.0,310.0,28.0,26.0,100.0,7.43,4.7,
Marlon Brown,2013,WR,Georgia,1,4.63,14.0,,,8,3,0,0,0,0,0.0,76.0,213.0,,,,,,
Adrian Bushell,2013,CB,Louisville,4,4.58,15.56,,,8,3,0,0,0,0,0.0,69.0,186.0,33.0,17.0,116.0,6.92,4.25,
Colby Cameron,2013,QB,Louisiana Tech,5,4.78,40.0,,,8,3,0,0,0,0,0.0,74.0,212.0,30.5,,112.0,6.98,4.28,
Anthony Cantele,2013,K,Kansas State,4,4.76,36.92,,,8,3,0,0,0,0,0.0,70.0,180.0,,,,,,
Braxston Cave,2013,C,Notre Dame,2,5.33,36.0,,,8,3,0,0,0,0,0.0,75.0,303.0,25.5,,98.0,7.81,4.71,
Emmett Cleary,2013,OT,Boston College,4,5.21,45.88,,,8,3,0,0,0,0,0.0,79.0,316.0,28.5,24.0,108.0,7.81,4.7,
Bobby Cowan,2013,P,Idaho,10,5.13,0.0,,,8,3,0,0,0,0,0.0,76.0,219.0,,,,,,
Marcus Davis,2013,WR,Virginia Tech,3,4.56,28.0,,,8,3,0,0,0,0,0.0,75.0,233.0,39.5,19.0,120.0,7.15,,
Jordan Devey,2013,OT,Memphis,6,5.25,41.18,,,8,3,0,0,0,0,0.0,79.0,317.0,24.0,21.0,98.0,7.91,4.77,
Alex Dunnachie,2013,P,Hawaii,7,4.97,4.62,,,8,3,0,0,0,0,0.0,75.0,217.0,,,,,,
Chris Faulk,2013,OT,LSU,1,5.08,61.18,,,8,3,0,0,0,0,0.0,77.0,331.0,,25.0,,,,
Joseph Fauria,2013,TE,UCLA,5,4.82,30.0,,,8,3,0,0,0,0,0.0,79.0,259.0,,17.0,,,,
Manese Foketi,2013,OG,Texas A&M,2,5.54,1.33,,,8,3,0,0,0,0,0.0,77.0,318.0,23.5,25.0,102.0,8.11,5.06,
Michael Ford,2013,RB,LSU,1,4.5,50.0,,,8,3,0,0,0,0,0.0,69.0,210.0,38.5,25.0,130.0,6.87,4.25,
Matt Furstenburg,2013,TE,Maryland,4,4.62,63.33,,,8,3,0,0,0,0,0.0,76.0,242.0,35.5,18.0,115.0,7.09,4.35,
Rogers Gaines,2013,OT,Tennessee State,2,5.24,42.35,,,8,3,0,0,0,0,0.0,78.0,334.0,23.0,28.0,,,5.24,
Kwame Geathers,2013,DT,Georgia,1,5.44,0.0,,,8,3,0,0,0,0,0.0,77.0,342.0,26.5,,96.0,8.11,5.27,
Tyrone Goard,2013,WR,Eastern Kentucky,10,4.5,40.0,,,8,3,0,0,0,0,0.0,76.0,205.0,36.0,10.0,123.0,6.9,4.39,
Ray Graham,2013,RB,Pittsburgh,3,4.8,0.0,,,8,3,0,0,0,0,0.0,69.0,199.0,32.5,18.0,112.0,7.17,4.21,
MarQueis Gray,2013,QB,Minnesota,4,4.65,56.25,,,8,3,0,0,0,0,0.0,75.0,240.0,30.0,15.0,111.0,7.25,4.3,
Cory Grissom,2013,DT,South Florida,6,5.31,5.0,,,8,3,0,0,0,0,0.0,73.0,306.0,27.5,22.0,97.0,7.79,4.81,
D.J. Harper,2013,RB,Boise State,7,4.52,46.67,,,8,3,0,0,0,0,0.0,69.0,211.0,33.5,23.0,120.0,7.07,4.35,
